           location        date  total_cases  new_cases
              India  2020-03-22          320         89
       UnitedStates  2020-03-22        26747       7123
           Malaysia  2020-03-22         1183        153
             France  2020-03-22        14459       1847
        Switzerland  2020-03-22         6077       1237
           Pakistan  2020-03-22          646        151
            Finland  2020-03-22          521         71
              Spain  2020-03-22        36616       4866
           Cambodia  2020-03-22           51          4
             Israel  2020-03-22          883        171
 UnitedArabEmirates  2020-03-22          153         13
          Australia  2020-03-22         1098        224
        Afghanistan  2020-03-22           24          0
         SouthKorea  2020-03-22         8897         98
              Japan  2020-03-22         1046         39
            Vietnam  2020-03-22           95          7
              Italy  2020-03-22        53578       6557
            Austria  2020-03-22         3024        375
           SriLanka  2020-03-22           78         12
            Algeria  2020-03-22          139         37
              China  2020-03-22        81346         65
            Denmark  2020-03-22         1326         71
               Iran  2020-03-22        20610        966
             Canada  2020-03-22         1302        331
        Netherlands  2020-03-22         3631        637
            Georgia  2020-03-22           49          6
        Philippines  2020-03-22          380        150
            Croatia  2020-03-22          206         80
            Lebanon  2020-03-22          230         67
          Singapore  2020-03-22          432         47
               Oman  2020-03-22           52          4
      UnitedKingdom  2020-03-22         5018       1035
            Belgium  2020-03-22         2815        558
               Iraq  2020-03-22          214         21
             Norway  2020-03-22         1926        184
             Kuwait  2020-03-22          176         17
             Brazil  2020-03-22         1128        224
              Nepal  2020-03-22            1          0
             Greece  2020-03-22          530         35
              Egypt  2020-03-22          285         29
            Bahrain  2020-03-22          306         21
             Russia  2020-03-22          306         53
           Thailand  2020-03-22          599        233
            Romania  2020-03-22          367         59
              Nepal  2020-03-23            1          0
            Georgia  2020-03-23           54          5
        Philippines  2020-03-23          380          0
           Cambodia  2020-03-23           86         35
             Brazil  2020-03-23         1546        418
             France  2020-03-23        16018       1559
           Thailand  2020-03-23          721        122
          Lithuania  2020-03-23          143         38
        Switzerland  2020-03-23         6971        894
           Pakistan  2020-03-23          784        138
              Spain  2020-03-23        41262       4646
            Finland  2020-03-23          626        105
           SriLanka  2020-03-23           87          9
              Egypt  2020-03-23          294          9
             Greece  2020-03-23          624         94
             Norway  2020-03-23         2132        206
          Singapore  2020-03-23          455         23
               Iraq  2020-03-23          233         19
      UnitedKingdom  2020-03-23         5683        665
            Lebanon  2020-03-23          248         18
             Canada  2020-03-23         1430        128
          SanMarino  2020-03-23          151          0
            Romania  2020-03-23          433         66
            Algeria  2020-03-23          201         62
               Iran  2020-03-23        21638       1028
             Kuwait  2020-03-23          188         12
            Denmark  2020-03-23         1395         69
              China  2020-03-23        81484        138
               Oman  2020-03-23           55          3
             Taiwan  2020-03-23          165         12
            Croatia  2020-03-23          235         29
            Belgium  2020-03-23         3401        586
           Malaysia  2020-03-23         1306        123
         SouthKorea  2020-03-23         8961         64
        Netherlands  2020-03-23         4204        573
       UnitedStates  2020-03-23        35206       8459
            Bahrain  2020-03-23          334         28
          Macedonia  2020-03-23          114         29
              Japan  2020-03-23         1089         43
              Italy  2020-03-23        59138       5560
            Vietnam  2020-03-23          121         26
             Sweden  2020-03-23         1906        160
            Austria  2020-03-23         3631        607
              India  2020-03-23          439        119
             Russia  2020-03-23          438        132
 UnitedArabEmirates  2020-03-23          153          0
            Germany  2020-03-23        24774       3311
        Afghanistan  2020-03-23           34         10
             Israel  2020-03-23         1071        188
          Australia  2020-03-23         1709        611
        Netherlands  2020-03-24         4749        545
      UnitedKingdom  2020-03-24         6650        967
               Oman  2020-03-24           66         11
        Afghanistan  2020-03-24           40          6
 UnitedArabEmirates  2020-03-24          198         45
            Bahrain  2020-03-24          339          5
           Cambodia  2020-03-24           87          1
              Spain  2020-03-24        48953       7691
             Russia  2020-03-24          438          0
           Pakistan  2020-03-24          887        103
        Switzerland  2020-03-24         8015       1044
             France  2020-03-24        19856       3838
             Israel  2020-03-24         1442        371
            Austria  2020-03-24         4486        855
         SouthKorea  2020-03-24         9037         76
             Kuwait  2020-03-24          189          1
            Algeria  2020-03-24          230         29
            Romania  2020-03-24          576        143
              Japan  2020-03-24         1128         39
            Vietnam  2020-03-24          132         11
              Italy  2020-03-24        63927       4789
           Thailand  2020-03-24          827        106
            Finland  2020-03-24          700         74
            Belgium  2020-03-24         3743        342
          Lithuania  2020-03-24          179         36
             Brazil  2020-03-24         1891        345
           Malaysia  2020-03-24         1518        212
              India  2020-03-24          492         53
              Egypt  2020-03-24          327         33
        Philippines  2020-03-24          462         82
          SanMarino  2020-03-24          187         36
            Georgia  2020-03-24           61          7
              Nepal  2020-03-24            2          1
             Greece  2020-03-24          695         71
            Germany  2020-03-24        29212       4438
          Macedonia  2020-03-24          136         22
             Sweden  2020-03-24         2016        110
       UnitedStates  2020-03-24        46442      11236
           SriLanka  2020-03-24           97         10
            Lebanon  2020-03-24          267         19
              China  2020-03-24        81553         69
               Iran  2020-03-24        23049       1411
          Singapore  2020-03-24          509         54
            Croatia  2020-03-24          306         71
            Denmark  2020-03-24         1460         65
               Iraq  2020-03-24          266         33
             Norway  2020-03-24         2371        239
             Taiwan  2020-03-24          195         30
          Australia  2020-03-24         1823        114
             Canada  2020-03-24         1646        216
             Taiwan  2020-03-25          216         21
              Italy  2020-03-25        69176       5249
              Japan  2020-03-25         1193         65
       UnitedStates  2020-03-25        55231       8789
 UnitedArabEmirates  2020-03-25          248         50
            Lebanon  2020-03-25          304         37
          Macedonia  2020-03-25          148         12
            Belgium  2020-03-25         4269        526
      UnitedKingdom  2020-03-25         8077       1427
               Iraq  2020-03-25          316         50
        Netherlands  2020-03-25         5560        811
             Norway  2020-03-25         2566        195
           Thailand  2020-03-25          934        107
            Algeria  2020-03-25          264         34
           Cambodia  2020-03-25           91          4
             Greece  2020-03-25          743         48
              Nepal  2020-03-25            3          1
             Canada  2020-03-25         1959        313
            Georgia  2020-03-25           70          9
               Iran  2020-03-25        24811       1762
             Kuwait  2020-03-25          191          2
            Germany  2020-03-25        31554       2342
              India  2020-03-25          562         70
           Malaysia  2020-03-25         1624        106
             Israel  2020-03-25         1930        488
              China  2020-03-25        81631         78
               Oman  2020-03-25           84         18
             Brazil  2020-03-25         2201        310
          Lithuania  2020-03-25          209         30
             France  2020-03-25        22302       2446
        Switzerland  2020-03-25         8789        774
           Pakistan  2020-03-25          991        104
          Australia  2020-03-25         2423        600
           SriLanka  2020-03-25          102          5
             Russia  2020-03-25          495         57
             Sweden  2020-03-25         2272        256
              Spain  2020-03-25        57506       8553
              Egypt  2020-03-25          366         39
            Bahrain  2020-03-25          390         51
          Singapore  2020-03-25          558         49
            Croatia  2020-03-25          382         76
            Romania  2020-03-25          762        186
            Denmark  2020-03-25         1591        131
            Finland  2020-03-25          792         92
         SouthKorea  2020-03-25         9137        100
            Vietnam  2020-03-25          137          5
            Austria  2020-03-25         5282        796
        Philippines  2020-03-25          552         90
          SanMarino  2020-03-25          187          0
        Afghanistan  2020-03-25           42          2
             Taiwan  2020-03-26          235         19
             Greece  2020-03-26          821         78
            Belgium  2020-03-26         4937        668
        Netherlands  2020-03-26         6412        852
      UnitedKingdom  2020-03-26         9529       1452
               Iraq  2020-03-26          346         30
             Norway  2020-03-26         2916        350
            Georgia  2020-03-26           73          3
             Israel  2020-03-26         2369        439
           Cambodia  2020-03-26           96          5
              Spain  2020-03-26        66460       8954
        Philippines  2020-03-26          636         84
              Nepal  2020-03-26            3          0
            Germany  2020-03-26        36508       4954
             Kuwait  2020-03-26          195          4
            Austria  2020-03-26         5888        606
             Sweden  2020-03-26         2510        238
              China  2020-03-26        81733        102
 UnitedArabEmirates  2020-03-26          333         85
       UnitedStates  2020-03-26        69194      13963
              Egypt  2020-03-26          442         76
              India  2020-03-26          649         87
             Brazil  2020-03-26         2433        232
          Macedonia  2020-03-26          177         29
          SanMarino  2020-03-26          208         21
           Malaysia  2020-03-26         1796        172
          Lithuania  2020-03-26          274         65
             Canada  2020-03-26         3385       1426
            Denmark  2020-03-26         1724        133
            Romania  2020-03-26          906        144
            Lebanon  2020-03-26          333         29
            Croatia  2020-03-26          418         36
          Singapore  2020-03-26          568         10
           Thailand  2020-03-26         1045        111
           SriLanka  2020-03-26          102          0
             Russia  2020-03-26          658        163
            Bahrain  2020-03-26          419         29
               Iran  2020-03-26        27017       2206
            Vietnam  2020-03-26          153         16
            Finland  2020-03-26          880         88
            Algeria  2020-03-26          302         38
               Oman  2020-03-26           99         15
           Pakistan  2020-03-26         1057         66
              Japan  2020-03-26         1268         75
              Italy  2020-03-26        74386       5210
         SouthKorea  2020-03-26         9241        104
        Switzerland  2020-03-26         9714        925
             France  2020-03-26        25233       2931
          Australia  2020-03-26         2799        376
        Afghanistan  2020-03-26           75         33
             Taiwan  2020-03-27          252         17
            Vietnam  2020-03-27          163         10
         SouthKorea  2020-03-27         9332         91
      UnitedKingdom  2020-03-27        11658       2129
               Iraq  2020-03-27          382         36
        Netherlands  2020-03-27         7431       1019
            Algeria  2020-03-27          367         65
            Georgia  2020-03-27           79          6
        Philippines  2020-03-27          707         71
           Cambodia  2020-03-27           98          2
          Australia  2020-03-27         3166        367
             Sweden  2020-03-27         2806        296
             Greece  2020-03-27          892         71
              Japan  2020-03-27         1364         96
              Spain  2020-03-27        75641       9181
             Kuwait  2020-03-27          208         13
            Germany  2020-03-27        42288       5780
          Macedonia  2020-03-27          201         24
             Russia  2020-03-27          840        182
           Pakistan  2020-03-27         1197        140
            Bahrain  2020-03-27          458         39
             Brazil  2020-03-27         2915        482
          Lithuania  2020-03-27          299         25
           SriLanka  2020-03-27          106          4
           Thailand  2020-03-27         1136         91
              India  2020-03-27          724         75
        Switzerland  2020-03-27        10714       1000
             France  2020-03-27        29155       3922
       UnitedStates  2020-03-27        85991      16797
            Lebanon  2020-03-27          368         35
            Croatia  2020-03-27          495         77
          Singapore  2020-03-27          594         26
              Nepal  2020-03-27            3          0
            Romania  2020-03-27         1029        123
            Finland  2020-03-27          958         78
             Canada  2020-03-27         4018        633
              Egypt  2020-03-27          456         14
 UnitedArabEmirates  2020-03-27          333          0
            Denmark  2020-03-27         1877        153
               Iran  2020-03-27        29406       2389
               Oman  2020-03-27          109         10
              China  2020-03-27        81827         94
        Afghanistan  2020-03-27           75          0
             Israel  2020-03-27         2666        297
             Norway  2020-03-27         3156        240
           Malaysia  2020-03-27         2031        235
            Belgium  2020-03-27         6235       1298
              Italy  2020-03-27        80539       6153
            Austria  2020-03-27         7029       1141
          SanMarino  2020-03-27          218         10
              Japan  2020-03-28         1499        135
            Romania  2020-03-28         1292        263
               Iran  2020-03-28        32332       2926
              China  2020-03-28        81946        119
            Denmark  2020-03-28         2046        169
 UnitedArabEmirates  2020-03-28          405         72
            Finland  2020-03-28         1025         67
              Spain  2020-03-28        83885       8244
        Afghanistan  2020-03-28           91         16
            Germany  2020-03-28        48582       6294
              Egypt  2020-03-28          495         39
             Kuwait  2020-03-28          225         17
           Malaysia  2020-03-28         2161        130
             Canada  2020-03-28         4675        657
            Croatia  2020-03-28          586         91
       UnitedStates  2020-03-28       104686      18695
         SouthKorea  2020-03-28         9478        146
               Iraq  2020-03-28          458         76
             Taiwan  2020-03-28          267         15
        Netherlands  2020-03-28         8603       1172
            Austria  2020-03-28         7697        668
      UnitedKingdom  2020-03-28        14543       2885
            Vietnam  2020-03-28          171          8
            Lebanon  2020-03-28          391         23
          Singapore  2020-03-28          732        138
             Norway  2020-03-28         3581        425
              Nepal  2020-03-28            3          0
          Australia  2020-03-28         3378        212
          Macedonia  2020-03-28          219         18
             Greece  2020-03-28          966         74
             Sweden  2020-03-28         3046        240
           Thailand  2020-03-28         1136          0
          Lithuania  2020-03-28          358         59
            Algeria  2020-03-28          409         42
            Georgia  2020-03-28           81          2
           Cambodia  2020-03-28          102          4
           SriLanka  2020-03-28          106          0
        Switzerland  2020-03-28        12104       1390
            Belgium  2020-03-28         7284       1049
             Russia  2020-03-28         1036        196
              India  2020-03-28          873        149
          SanMarino  2020-03-28          223          5
             Israel  2020-03-28         3035        369
            Bahrain  2020-03-28          466          8
              Italy  2020-03-28        86498       5959
             France  2020-03-28        32964       3809
               Oman  2020-03-28          131         22
           Pakistan  2020-03-28         1197          0
             Brazil  2020-03-28         3417        502
        Philippines  2020-03-28          803         96
             Brazil  2020-03-29         3904        487
             Greece  2020-03-29         1061         95
        Netherlands  2020-03-29         9762       1159
            Vietnam  2020-03-29          188         17
        Switzerland  2020-03-29        13152       1048
          Macedonia  2020-03-29          241         22
          Lithuania  2020-03-29          394         36
               Iraq  2020-03-29          506         48
      UnitedKingdom  2020-03-29        17089       2546
           Thailand  2020-03-29         1245        109
              India  2020-03-29          979        106
           SriLanka  2020-03-29          115          9
            Denmark  2020-03-29         2201        155
           Malaysia  2020-03-29         2320        159
             France  2020-03-29        37575       4611
 UnitedArabEmirates  2020-03-29          468         63
               Iran  2020-03-29        35408       3076
          SanMarino  2020-03-29          224          1
           Pakistan  2020-03-29         1408        211
              Egypt  2020-03-29          536         41
            Finland  2020-03-29         1218        193
            Bahrain  2020-03-29          473          7
             Canada  2020-03-29         5386        711
              Nepal  2020-03-29            5          2
        Afghanistan  2020-03-29          106         15
             Russia  2020-03-29         1264        228
            Croatia  2020-03-29          657         71
            Belgium  2020-03-29         9134       1850
             Norway  2020-03-29         3845        264
          Singapore  2020-03-29          803         71
       UnitedStates  2020-03-29       124665      19979
            Lebanon  2020-03-29          412         21
            Romania  2020-03-29         1452        160
               Oman  2020-03-29          152         21
        Philippines  2020-03-29         1075        272
           Cambodia  2020-03-29          103          1
              Japan  2020-03-29         1693        194
             Sweden  2020-03-29         3447        401
              Italy  2020-03-29        92472       5974
             Israel  2020-03-29         3619        584
             Taiwan  2020-03-29          283         16
              Spain  2020-03-29        90309       6424
             Kuwait  2020-03-29          235         10
            Georgia  2020-03-29           85          4
            Germany  2020-03-29        52547       3965
            Austria  2020-03-29         8291        594
         SouthKorea  2020-03-29         9583        105
              China  2020-03-29        82059        113
            Algeria  2020-03-29          454         45
          Australia  2020-03-29         3809        431
        Afghanistan  2020-03-30          114          8
       UnitedStates  2020-03-30       143025      18360
               Iran  2020-03-30        38309       2901
 UnitedArabEmirates  2020-03-30          468          0
             Norway  2020-03-30         4102        257
             Kuwait  2020-03-30          255         20
              China  2020-03-30        82157         98
            Croatia  2020-03-30          713         56
        Switzerland  2020-03-30        14274       1122
            Lebanon  2020-03-30          438         26
               Oman  2020-03-30          167         15
           Cambodia  2020-03-30          107          4
            Romania  2020-03-30         1760        308
            Austria  2020-03-30         8813        522
            Bahrain  2020-03-30          500         27
            Finland  2020-03-30         1218          0
             Israel  2020-03-30         4247        628
           Pakistan  2020-03-30         1526        118
          SanMarino  2020-03-30          229          5
             France  2020-03-30        40174       2599
            Algeria  2020-03-30          511         57
            Denmark  2020-03-30         2395        194
             Sweden  2020-03-30         3700        253
              Japan  2020-03-30         1866        173
           Malaysia  2020-03-30         2470        150
            Germany  2020-03-30        57298       4751
             Russia  2020-03-30         1534        270
            Belgium  2020-03-30        10836       1702
             Canada  2020-03-30         6255        869
              Spain  2020-03-30        96122       5813
              Egypt  2020-03-30          576         40
          Macedonia  2020-03-30          259         18
          Lithuania  2020-03-30          484         90
            Vietnam  2020-03-30          203         15
             Greece  2020-03-30         1156         95
      UnitedKingdom  2020-03-30        19522       2433
              Italy  2020-03-30        97689       5217
               Iraq  2020-03-30          547         41
        Philippines  2020-03-30         1418        343
             Brazil  2020-03-30         4256        352
            Georgia  2020-03-30           90          5
             Taiwan  2020-03-30          306         23
         SouthKorea  2020-03-30         9661         78
        Netherlands  2020-03-30        10866       1104
          Australia  2020-03-30         4093        284
          Singapore  2020-03-30          844         41
           Thailand  2020-03-30         1388        143
           SriLanka  2020-03-30          120          5
              India  2020-03-30         1071         92
              Nepal  2020-03-30            5          0
           Pakistan  2020-03-31         1625         99
            Austria  2020-03-31         9618        805
        Netherlands  2020-03-31        11750        884
             France  2020-03-31        44550       4376
             Canada  2020-03-31         7424       1169
             Russia  2020-03-31         1836        302
             Taiwan  2020-03-31          306          0
              Spain  2020-03-31       104267       8145
             Brazil  2020-03-31         4579        323
          SanMarino  2020-03-31          229          0
            Vietnam  2020-03-31          206          3
            Belgium  2020-03-31        11899       1063
      UnitedKingdom  2020-03-31        22141       2619
            Algeria  2020-03-31          584         73
           Malaysia  2020-03-31         2626        156
         SouthKorea  2020-03-31         9786        125
            Bahrain  2020-03-31          515         15
             Israel  2020-03-31         4473        226
           SriLanka  2020-03-31          120          0
             Sweden  2020-03-31         4028        328
              Italy  2020-03-31       101739       4050
        Afghanistan  2020-03-31          141         27
        Switzerland  2020-03-31        15412       1138
             Greece  2020-03-31         1212         56
               Oman  2020-03-31          179         12
          Lithuania  2020-03-31          484          0
 UnitedArabEmirates  2020-03-31          611        143
          Macedonia  2020-03-31          285         26
          Australia  2020-03-31         4557        464
              Nepal  2020-03-31            5          0
        Philippines  2020-03-31         2084        666
              China  2020-03-31        82241         84
            Lebanon  2020-03-31          446          8
              India  2020-03-31         1251        180
              Japan  2020-03-31         1953         87
           Thailand  2020-03-31         1651        263
          Singapore  2020-03-31          844          0
             Norway  2020-03-31         4226        124
            Denmark  2020-03-31         2577        182
            Romania  2020-03-31         1952        192
            Finland  2020-03-31         1313         95
               Iraq  2020-03-31          630         83
              Egypt  2020-03-31          609         33
            Germany  2020-03-31        61913       4615
           Cambodia  2020-03-31          109          2
               Iran  2020-03-31        41495       3186
       UnitedStates  2020-03-31       164620      21595
            Georgia  2020-03-31           98          8
            Croatia  2020-03-31          790         77
             Kuwait  2020-03-31          266         11
           SriLanka  2020-04-01          122          2
           Thailand  2020-04-01         1651          0
          SanMarino  2020-04-01          230          1
           Cambodia  2020-04-01          109          0
        Switzerland  2020-04-01        16108        696
              Japan  2020-04-01         1953          0
            Algeria  2020-04-01          716        132
              India  2020-04-01         1397        146
              Italy  2020-04-01       105792       4053
            Finland  2020-04-01         1384         71
             Brazil  2020-04-01         5717       1138
             Russia  2020-04-01         2337        501
             France  2020-04-01        52128       7578
            Belgium  2020-04-01        12775        876
          Lithuania  2020-04-01          533         49
            Georgia  2020-04-01          110         12
        Philippines  2020-04-01         2084          0
            Vietnam  2020-04-01          212          6
            Austria  2020-04-01        10182        564
              China  2020-04-01        82295         54
            Lebanon  2020-04-01          463         17
        Netherlands  2020-04-01        12595        845
               Oman  2020-04-01          192         13
             Norway  2020-04-01         4447        221
             Greece  2020-04-01         1314        102
          Macedonia  2020-04-01          329         44
              Nepal  2020-04-01            5          0
               Iraq  2020-04-01          694         64
            Croatia  2020-04-01          867         77
 UnitedArabEmirates  2020-04-01          664         53
          Singapore  2020-04-01          879         35
        Afghanistan  2020-04-01          166         25
               Iran  2020-04-01        44606       3111
             Sweden  2020-04-01         4435        407
             Israel  2020-04-01         4916        443
            Bahrain  2020-04-01          567         52
          Australia  2020-04-01         4707        150
           Malaysia  2020-04-01         2766        140
             Kuwait  2020-04-01          289         23
             Taiwan  2020-04-01          322         16
           Pakistan  2020-04-01         2039        414
      UnitedKingdom  2020-04-01        25150       3009
              Egypt  2020-04-01          656         47
            Germany  2020-04-01        67366       5453
       UnitedStates  2020-04-01       189618      24998
            Denmark  2020-04-01         2860        283
            Romania  2020-04-01         2245        293
              Spain  2020-04-01       111680       7413
             Canada  2020-04-01         8536       1112
         SouthKorea  2020-04-01         9786          0
              India  2020-04-02         1965        568
            Vietnam  2020-04-02          233         21
              Egypt  2020-04-02          710         54
       UnitedStates  2020-04-02       216721      27103
             France  2020-04-02        56989       4861
          SanMarino  2020-04-02          236          6
           Malaysia  2020-04-02         2908        142
          Macedonia  2020-04-02          354         25
               Iran  2020-04-02        47593       2987
             Sweden  2020-04-02         4947        512
            Lebanon  2020-04-02          479         16
            Germany  2020-04-02        73522       6156
            Croatia  2020-04-02          963         96
            Denmark  2020-04-02         3107        247
            Bahrain  2020-04-02          569          2
            Georgia  2020-04-02          115          5
              Italy  2020-04-02       110574       4782
             Canada  2020-04-02         9595       1059
        Philippines  2020-04-02         2311        227
           Cambodia  2020-04-02          110          1
            Romania  2020-04-02         2460        215
              Spain  2020-04-02       119263       7583
             Kuwait  2020-04-02          317         28
               Iraq  2020-04-02          694          0
        Netherlands  2020-04-02        13614       1019
      UnitedKingdom  2020-04-02        29474       4324
             Taiwan  2020-04-02          339         17
          Singapore  2020-04-02         1000        121
 UnitedArabEmirates  2020-04-02          664          0
              Nepal  2020-04-02            5          0
               Oman  2020-04-02          210         18
             Greece  2020-04-02         1375         61
         SouthKorea  2020-04-02         9976        190
             Russia  2020-04-02         2777        440
        Switzerland  2020-04-02        17070        962
             Norway  2020-04-02         4665        218
        Afghanistan  2020-04-02          192         26
              Japan  2020-04-02         2178        225
           SriLanka  2020-04-02          143         21
            Algeria  2020-04-02          847        131
            Finland  2020-04-02         1446         62
             Brazil  2020-04-02         6836       1119
            Belgium  2020-04-02        13964       1189
          Lithuania  2020-04-02          581         48
          Australia  2020-04-02         4976        269
           Thailand  2020-04-02         1771        120
             Israel  2020-04-02         5591        675
              China  2020-04-02        82395        100
            Austria  2020-04-02        10711        529
           Pakistan  2020-04-02         2291        252
           Malaysia  2020-04-03         3116        208
              Italy  2020-04-03       115242       4668
            Belgium  2020-04-03        15348       1384
            Austria  2020-04-03        11129        418
             Taiwan  2020-04-03          339          0
          Australia  2020-04-03         5224        248
          SanMarino  2020-04-03          245          9
            Algeria  2020-04-03          986        139
            Georgia  2020-04-03          121          6
               Oman  2020-04-03          231         21
              China  2020-04-03        82465         70
       UnitedStates  2020-04-03       245540      28819
             Sweden  2020-04-03         5466        519
           Cambodia  2020-04-03          114          4
            Germany  2020-04-03        79696       6174
             Israel  2020-04-03         6252        661
        Philippines  2020-04-03         2633        322
        Afghanistan  2020-04-03          235         43
             Kuwait  2020-04-03          342         25
             Norway  2020-04-03         4935        270
              Spain  2020-04-03       126535       7272
        Netherlands  2020-04-03        14697       1083
             Canada  2020-04-03        11268       1673
            Bahrain  2020-04-03          643         74
              Egypt  2020-04-03          779         69
               Iran  2020-04-03        50468       2875
            Denmark  2020-04-03         3386        279
            Romania  2020-04-03         2738        278
           Thailand  2020-04-03         1875        104
          Lithuania  2020-04-03          649         68
             Brazil  2020-04-03         7910       1074
            Finland  2020-04-03         1518         72
              India  2020-04-03         2301        336
           SriLanka  2020-04-03          148          5
        Switzerland  2020-04-03        18194       1124
           Pakistan  2020-04-03         2291          0
             Russia  2020-04-03         3548        771
             France  2020-04-03        59105       2116
              Japan  2020-04-03         2617        439
            Croatia  2020-04-03         1011         48
              Nepal  2020-04-03            5          0
               Iraq  2020-04-03          772         78
          Singapore  2020-04-03         1049         49
             Greece  2020-04-03         1514        139
          Macedonia  2020-04-03          354          0
         SouthKorea  2020-04-03        10062         86
 UnitedArabEmirates  2020-04-03         1024        360
            Lebanon  2020-04-03          494         15
            Vietnam  2020-04-03          236          3
      UnitedKingdom  2020-04-03        33718       4244
               Iraq  2020-04-04          772          0
        Afghanistan  2020-04-04          235          0
           SriLanka  2020-04-04          151          3
          Australia  2020-04-04         5548        324
              India  2020-04-04         2902        601
             Brazil  2020-04-04         9056       1146
          Lithuania  2020-04-04          771        122
      UnitedKingdom  2020-04-04        38168       4450
           Malaysia  2020-04-04         3333        217
          Macedonia  2020-04-04          430         76
             Kuwait  2020-04-04          342          0
            Croatia  2020-04-04         1079         68
            Denmark  2020-04-04         3757        371
              Spain  2020-04-04       133198       6663
           Cambodia  2020-04-04          114          0
               Iran  2020-04-04        50468          0
            Lebanon  2020-04-04          494          0
              Japan  2020-04-04         2935        318
       UnitedStates  2020-04-04       277965      32425
              Italy  2020-04-04       119827       4585
             Israel  2020-04-04         7428       1176
         SouthKorea  2020-04-04        10156         94
            Austria  2020-04-04        11525        396
 UnitedArabEmirates  2020-04-04         1024          0
          Singapore  2020-04-04         1114         65
             Canada  2020-04-04        12519       1251
            Belgium  2020-04-04        16770       1422
           Thailand  2020-04-04         1978        103
            Finland  2020-04-04         1615         97
        Switzerland  2020-04-04        19227       1033
        Netherlands  2020-04-04        15723       1026
            Algeria  2020-04-04         1171        185
             France  2020-04-04        64338       5233
             Russia  2020-04-04         4149        601
             Greece  2020-04-04         1613         99
             Sweden  2020-04-04         6078        612
             Norway  2020-04-04         5208        273
              Egypt  2020-04-04          779          0
             Taiwan  2020-04-04          355         16
            Germany  2020-04-04        85778       6082
           Pakistan  2020-04-04         2291          0
            Georgia  2020-04-04          148         27
            Romania  2020-04-04         3183        445
              Nepal  2020-04-04            6          1
               Oman  2020-04-04          231          0
            Bahrain  2020-04-04          643          0
            Vietnam  2020-04-04          240          4
              China  2020-04-04        82527         62
        Philippines  2020-04-04         3018        385
          SanMarino  2020-04-04          251          6
             Canada  2020-04-05        13882       1363
             Taiwan  2020-04-05          363          8
              India  2020-04-05         3374        472
            Romania  2020-04-05         3613        430
            Denmark  2020-04-05         4077        320
               Iran  2020-04-05        55743       5275
        Afghanistan  2020-04-05          270         35
              Egypt  2020-04-05          985        206
 UnitedArabEmirates  2020-04-05         1505        481
         SouthKorea  2020-04-05        10237         81
          Australia  2020-04-05         5687        139
              Japan  2020-04-05         3271        336
            Bahrain  2020-04-05          688         45
               Iraq  2020-04-05          878        106
             Russia  2020-04-05         4731        582
             Greece  2020-04-05         1673         60
            Algeria  2020-04-05         1251         80
               Oman  2020-04-05          277         46
              Nepal  2020-04-05            6          0
          Singapore  2020-04-05         1189         75
            Croatia  2020-04-05         1126         47
              Italy  2020-04-05       124632       4805
            Vietnam  2020-04-05          241          1
           SriLanka  2020-04-05          159          8
            Lebanon  2020-04-05          520         26
        Netherlands  2020-04-05        16627        904
             Brazil  2020-04-05        10278       1222
      UnitedKingdom  2020-04-05        41903       3735
        Switzerland  2020-04-05        20201        974
           Thailand  2020-04-05         2169        191
            Belgium  2020-04-05        18431       1661
          Lithuania  2020-04-05          771          0
           Pakistan  2020-04-05         2450        159
           Cambodia  2020-04-05          114          0
          Macedonia  2020-04-05          483         53
            Germany  2020-04-05        91714       5936
            Finland  2020-04-05         1882        267
             France  2020-04-05        68605       4267
              Spain  2020-04-05       138731       5533
             Norway  2020-04-05         5510        302
             Sweden  2020-04-05         6443        365
        Philippines  2020-04-05         3094         76
              China  2020-04-05        82575         48
            Georgia  2020-04-05          157          9
       UnitedStates  2020-04-05       312237      34272
           Malaysia  2020-04-05         3483        150
          SanMarino  2020-04-05          259          8
             Israel  2020-04-05         8018        590
            Austria  2020-04-05        11766        241
             Kuwait  2020-04-05          479        137
            Finland  2020-04-06         1927         45
        Switzerland  2020-04-06        21022        821
            Algeria  2020-04-06         1320         69
          Singapore  2020-04-06         1309        120
             Greece  2020-04-06         1735         62
           Cambodia  2020-04-06          114          0
       UnitedStates  2020-04-06       337635      25398
               Oman  2020-04-06          298         21
             Russia  2020-04-06         5389        658
              Nepal  2020-04-06            9          3
             France  2020-04-06        70478       1873
            Romania  2020-04-06         3864        251
              Japan  2020-04-06         3654        383
             Canada  2020-04-06        15496       1614
             Israel  2020-04-06         8430        412
            Austria  2020-04-06        11983        217
          Australia  2020-04-06         5744         57
            Bahrain  2020-04-06          700         12
           Malaysia  2020-04-06         3662        179
        Afghanistan  2020-04-06          299         29
               Iran  2020-04-06        58226       2483
          SanMarino  2020-04-06          266          7
            Denmark  2020-04-06         4369        292
        Philippines  2020-04-06         3246        152
            Croatia  2020-04-06         1182         56
              Italy  2020-04-06       128948       4316
            Georgia  2020-04-06          174         17
              China  2020-04-06        82642         67
            Lebanon  2020-04-06          527          7
            Vietnam  2020-04-06          245          4
      UnitedKingdom  2020-04-06        47806       5903
         SouthKorea  2020-04-06        10284         47
           SriLanka  2020-04-06          166          7
              Spain  2020-04-06       142398       3667
             Kuwait  2020-04-06          556         77
        Netherlands  2020-04-06        17851       1224
 UnitedArabEmirates  2020-04-06         1799        294
            Germany  2020-04-06        95391       3677
